freq,currency,nace_r2,geo\TIME_PERIOD	2018 	2019 	2020 	2021 	2022 
A,MIO_EUR,TOTAL,ITC33	26657.9 	27341.7 	24152 	26090.3 	: 
A,MIO_EUR,TOTAL,ITC34	5993.3 	6061.8 	5849.7 	6459.5 	: 
A,MIO_EUR,TOTAL,ITC4	353111.6 	356920 	337426.4 	372139.1 	395733.2 
A,MIO_EUR,TOTAL,ITC41	24127.9 	24353.8 	22373.5 	24125.1 	: 
A,MIO_EUR,TOTAL,ITC42	15583.5 	15672.7 	14384.1 	15798.8 	: 
A,MIO_EUR,TOTAL,ITC43	9562.2 	9678.8 	9069.3 	9932.6 	: 
A,MIO_EUR,TOTAL,ITC44	4825.1 	5054 	4634.8 	4840.6 	: 
A,MIO_EUR,TOTAL,ITC46	33654.5 	34544.7 	32126.7 	35544.8 	: 
A,MIO_EUR,TOTAL,ITC47	38887.7 	39609.8 	36929.5 	40815.2 	: 
A,MIO_EUR,TOTAL,ITC48	12271.3 	12450.1 	11533.5 	12753.3 	: 
A,MIO_EUR,TOTAL,ITC49	5477.9 	5743.9 	5428.3 	5895.5 	: 
A,MIO_EUR,TOTAL,ITC4A	10322 	10467.1 	10086.2 	11032.9 	: 
A,MIO_EUR,TOTAL,ITC4B	11927.6 	11800.5 	11205.7 	12057.4 	: 
A,MIO_EUR,TOTAL,ITC4C	162229.6 	162809.1 	155940.1 	173736.6 	: 
A,MIO_EUR,TOTAL,ITC4D	24242.2 	24735.5 	23714.7 	25606.5 	: 
A,MIO_EUR,TOTAL,ITF	243406.2 	246184.4 	230378.5 	250038.8 	268526.3 
A,MIO_EUR,TOTAL,ITF1	29585.1 	29748.9 	27661.9 	30054.1 	31095.2 
A,MIO_EUR,TOTAL,ITF11	6756.2 	6929.1 	6482 	6835 	: 
A,MIO_EUR,TOTAL,ITF12	6592.5 	6634.6 	6189 	6892.4 	: 
A,MIO_EUR,TOTAL,ITF13	7293.6 	7162.4 	6628.9 	7242.6 	: 
A,MIO_EUR,TOTAL,ITF14	8942.7 	9022.7 	8362.1 	9084 	: 
A,MIO_EUR,TOTAL,ITF2	5781.4 	5898.2 	5551.6 	5974.1 	6493.3 
A,MIO_EUR,TOTAL,ITF21	1548.8 	1544.8 	1470.1 	1549.4 	: 
A,MIO_EUR,TOTAL,ITF22	4232.5 	4353.4 	4081.5 	4424.7 	: 
A,MIO_EUR,TOTAL,ITF3	97919.3 	99708.9 	92909.5 	100196.8 	107451.8 
A,MIO_EUR,TOTAL,ITF31	13864.6 	14327.4 	13803 	14774.7 	: 
A,MIO_EUR,TOTAL,ITF32	4311.8 	4270.1 	4041.8 	4395.3 	: 
A,MIO_EUR,TOTAL,ITF33	54089 	55400.7 	50943.7 	54858.6 	: 
A,MIO_EUR,TOTAL,ITF34	7127.8 	6910.9 	6387.1 	6955.2 	: 
A,MIO_EUR,TOTAL,ITF35	18526.1 	18799.8 	17733.8 	19213 	: 
A,MIO_EUR,TOTAL,ITF4	68534.1 	69223.3 	65628.9 	71558.4 	77314.9 
A,MIO_EUR,TOTAL,ITF43	9431.2 	9447.5 	9121.9 	10324.1 	: 
A,MIO_EUR,TOTAL,ITF44	6563.8 	6474.2 	6243.3 	6583.2 	: 
A,MIO_EUR,TOTAL,ITF45	12091.8 	12322.7 	11653.4 	12823.1 	: 
A,MIO_EUR,TOTAL,ITF46	10163.3 	10224.9 	9488.6 	10197.3 	: 
A,MIO_EUR,TOTAL,ITF47	24604.9 	25045.3 	23769.9 	25787 	: 
A,MIO_EUR,TOTAL,ITF48	5679.1 	5708.7 	5351.8 	5843.7 	: 
A,MIO_EUR,TOTAL,ITF5	11725.8 	11557.9 	10514.2 	11943.5 	13718.6 
A,MIO_EUR,TOTAL,ITF51	8319.3 	8095.2 	7139.4 	8271.1 	: 
A,MIO_EUR,TOTAL,ITF52	3406.5 	3462.6 	3374.7 	3672.4 	: 
A,MIO_EUR,TOTAL,ITF6	29860.6 	30047.2 	28112.4 	30311.9 	32452.4 
A,MIO_EUR,TOTAL,ITF61	9859.5 	9959.8 	9349.3 	10007.9 	: 
A,MIO_EUR,TOTAL,ITF62	2772.4 	2721.2 	2479 	2767.2 	: 
A,MIO_EUR,TOTAL,ITF63	6412.2 	6399.8 	6029.9 	6480.8 	: 
A,MIO_EUR,TOTAL,ITF64	2266.2 	2297.8 	2138.4 	2283.5 	: 
A,MIO_EUR,TOTAL,ITF65	8550.4 	8668.6 	8115.8 	8772.5 	: 
A,MIO_EUR,TOTAL,ITG	110687.7 	112084 	105514.3 	114661 	121513.8 
A,MIO_EUR,TOTAL,ITG1	79553.2 	80291.7 	76012.3 	82600.5 	87355.5 
A,MIO_EUR,TOTAL,ITG11	6283.4 	6270.7 	5922.8 	6368.4 	: 
A,MIO_EUR,TOTAL,ITG12	21180.7 	21358.9 	20223.2 	21904.3 	: 
A,MIO_EUR,TOTAL,ITG13	10296.2 	10355.9 	9861.8 	10408.7 	: 
A,MIO_EUR,TOTAL,ITG14	5915.3 	5987.9 	5679.1 	6065.2 	: 
A,MIO_EUR,TOTAL,ITG15	3584.9 	3663.3 	3655.4 	4019.2 	: 
A,MIO_EUR,TOTAL,ITG16	2319.5 	2327.5 	2248.4 	2360.9 	: 
A,MIO_EUR,TOTAL,ITG17	18204.8 	18695.9 	17446.5 	18885.5 	: 
A,MIO_EUR,TOTAL,ITG18	5210.8 	5209.7 	4986.9 	5396.1 	: 
A,MIO_EUR,TOTAL,ITG19	6557.8 	6421.8 	5988.3 	7192.2 	: 
A,MIO_EUR,TOTAL,ITG2	31134.5 	31792.4 	29502 	32060.4 	34158.3 
A,MIO_EUR,TOTAL,ITG2D	9107.3 	9424.1 	8763.2 	9743.8 	: 
A,MIO_EUR,TOTAL,ITG2E	3528.6 	3606.6 	3435.5 	3691.5 	: 
A,MIO_EUR,TOTAL,ITG2F	11011.2 	11173.7 	10024.8 	10834.1 	: 
A,MIO_EUR,TOTAL,ITG2G	2648.6 	2634.8 	2533.3 	2716.8 	: 
A,MIO_EUR,TOTAL,ITG2H	4838.8 	4953.2 	4745.2 	5074.2 	: 
A,MIO_EUR,TOTAL,ITH	366622.8 	372538.9 	348389.1 	380722.6 	407596.2 
A,MIO_EUR,TOTAL,ITH1	22425.1 	23088.4 	21663.2 	23297.7 	26178.8 
A,MIO_EUR,TOTAL,ITH10	22425.1 	23088.4 	21663.2 	23297.7 	: 
A,MIO_EUR,TOTAL,ITH2	18742 	19250.2 	18229.2 	19446.9 	21588.6 
A,MIO_EUR,TOTAL,ITH20	18742 	19250.2 	18229.2 	19446.9 	: 
A,MIO_EUR,TOTAL,ITH3	146274.8 	148945.7 	137821.2 	150726.1 	162051.9 
A,MIO_EUR,TOTAL,ITH31	28408.5 	28811.4 	27072.8 	29198.9 	: 
A,MIO_EUR,TOTAL,ITH32	26737 	27153.3 	25720.1 	28234.7 	: 
A,MIO_EUR,TOTAL,ITH33	6046.7 	6411.5 	5420.8 	6045.4 	: 
A,MIO_EUR,TOTAL,ITH34	26435.6 	26746.9 	25307 	27714.6 	: 
A,MIO_EUR,TOTAL,ITH35	24338.1 	25030.7 	21467.5 	23782.2 	: 
A,MIO_EUR,TOTAL,ITH36	28791.2 	29251.2 	27568.5 	30063.5 	: 
A,MIO_EUR,TOTAL,ITH37	5517.5 	5540.7 	5264.4 	5687 	: 
A,MIO_EUR,TOTAL,ITH4	34546.5 	35276.9 	33154.7 	36372.6 	38718.9 
A,MIO_EUR,TOTAL,ITH41	8767 	8927.9 	8529.5 	9175.8 	: 
A,MIO_EUR,TOTAL,ITH42	14876.8 	15255.6 	14224.9 	15492.5 	: 
A,MIO_EUR,TOTAL,ITH43	3518.7 	3644.6 	3337.2 	3696.7 	: 
A,MIO_EUR,TOTAL,ITH44	7384.1 	7448.7 	7063.2 	8007.6 	: 
A,MIO_EUR,TOTAL,ITH5	144634.5 	145977.7 	137520.7 	150879.2 	159058.1 
A,MIO_EUR,TOTAL,ITH51	8570.2 	8724 	8409.8 	9002.8 	: 
A,MIO_EUR,TOTAL,ITH52	15633.8 	15868.8 	15212.8 	17099.7 	: 
A,MIO_EUR,TOTAL,ITH53	17391.5 	17691.1 	16743.2 	18248.6 	: 
A,MIO_EUR,TOTAL,ITH54	24621.9 	24190.2 	22875.2 	26119.5 	: 
A,MIO_EUR,TOTAL,ITH55	37710.9 	38697.9 	36182.2 	38749 	: 
A,MIO_EUR,TOTAL,ITH56	8489.2 	8359.2 	7800.5 	8571.6 	: 
A,MIO_EUR,TOTAL,ITH57	11341.1 	11269.5 	10719.4 	11530.7 	: 
A,MIO_EUR,TOTAL,ITH58	11680.9 	11809.8 	11227.3 	12223.8 	: 
A,MIO_EUR,TOTAL,ITH59	9195 	9367.2 	8350.2 	9333.6 	: 
A,MIO_EUR,TOTAL,ITI	342668.3 	349669.5 	320730.7 	344506.4 	369970.8 
A,MIO_EUR,TOTAL,ITI1	105378.4 	109317.2 	97524.5 	106453.5 	115403.3 
A,MIO_EUR,TOTAL,ITI11	4386.8 	4393 	4144.1 	4427.7 	: 
A,MIO_EUR,TOTAL,ITI12	9927.7 	10036.3 	9559.7 	10255.1 	: 
A,MIO_EUR,TOTAL,ITI13	6929 	6938 	6494.2 	6875.1 	: 
A,MIO_EUR,TOTAL,ITI14	34923.3 	38347.8 	31293.1 	34894.2 	: 
A,MIO_EUR,TOTAL,ITI15	7578.9 	7632.8 	6785.7 	7401.5 	: 
A,MIO_EUR,TOTAL,ITI16	8054.1 	8063.3 	7558.8 	8371.9 	: 
A,MIO_EUR,TOTAL,ITI17	12154 	12331.1 	11693 	12506.6 	: 
A,MIO_EUR,TOTAL,ITI18	8829.2 	9053.1 	8211.7 	9141.1 	: 
A,MIO_EUR,TOTAL,ITI19	7679.2 	7612.6 	7039.9 	7504.2 	: 
A,MIO_EUR,TOTAL,ITI1A	4916.2 	4909.2 	4744.2 	5076.2 	: 
A,MIO_EUR,TOTAL,ITI2	20584.9 	20706.5 	19171.6 	20797 	21823.6 
A,MIO_EUR,TOTAL,ITI21	15577.3 	15746.1 	14661.9 	15747.3 	: 
A,MIO_EUR,TOTAL,ITI22	5007.6 	4960.4 	4509.7 	5049.7 	: 
A,MIO_EUR,TOTAL,ITI3	37898.9 	38497.9 	35827.7 	38902.7 	41246.9 
A,MIO_EUR,TOTAL,ITI31	8865.4 	9018.9 	8428.8 	9338.2 	: 
A,MIO_EUR,TOTAL,ITI32	12851.3 	13041.9 	12179.9 	13167.9 	: 
A,MIO_EUR,TOTAL,ITI33	7604.5 	7591.9 	7045 	7714.2 	: 
A,MIO_EUR,TOTAL,ITI34	4701.1 	4947.7 	4750 	4947.1 	: 
A,MIO_EUR,TOTAL,ITI35	3876.6 	3897.5 	3423.9 	3735.4 	: 
A,MIO_EUR,TOTAL,ITI4	178806.1 	181147.8 	168207 	178353.2 	191497.1 
A,MIO_EUR,TOTAL,ITI41	6057.6 	6038.1 	5741.1 	6192.9 	: 
A,MIO_EUR,TOTAL,ITI42	2714.3 	2774.9 	2766.3 	3091.6 	: 
A,MIO_EUR,TOTAL,ITI43	148460.1 	150382 	138977.1 	146862.5 	: 
A,MIO_EUR,TOTAL,ITI44	11667.2 	11807 	11509.3 	12236.3 	: 
A,MIO_EUR,TOTAL,ITI45	9906.8 	10145.8 	9213.3 	9969.9 	: 
A,MIO_EUR,TOTAL,ITZ	1396.9 	1108.6 	893.6 	1690.1 	2828.3 
A,MIO_EUR,TOTAL,ITZZ	1396.9 	1108.6 	893.6 	1690.1 	2828.3 
A,MIO_EUR,TOTAL,ITZZZ	1396.9 	1108.6 	893.6 	1690.1 	: 
A,MIO_EUR,TOTAL,LT0	40928.14 	43994.77 	44708.6 	50526.08 	61303 
A,MIO_EUR,TOTAL,LT01	17080.04 	18694.16 	19023.64 	21794.67 	26789.2 
A,MIO_EUR,TOTAL,LT011	17080.04 	18694.16 	19023.64 	21794.67 	: 
A,MIO_EUR,TOTAL,LT02	23848.1 	25300.61 	25684.96 	28731.4 	34513.8 
A,MIO_EUR,TOTAL,LT021	1221.29 	1276.01 	1279.89 	1404.73 	: 
A,MIO_EUR,TOTAL,LT022	8389.87 	9001.53 	9149.77 	10458.22 	: 
A,MIO_EUR,TOTAL,LT023	4486.93 	4801.76 	4763.37 	5324.87 	: 
A,MIO_EUR,TOTAL,LT024	1201.71 	1284.32 	1333.46 	1461.56 	: 
A,MIO_EUR,TOTAL,LT025	2327.7 	2448.77 	2475.21 	2696.01 	: 
A,MIO_EUR,TOTAL,LT026	2931.65 	3051.14 	3171.56 	3504.65 	: 
A,MIO_EUR,TOTAL,LT027	790.29 	808.02 	802.07 	904.61 	: 
A,MIO_EUR,TOTAL,LT028	1406.18 	1432.87 	1480.85 	1660.34 	: 
A,MIO_EUR,TOTAL,LT029	1092.46 	1196.19 	1228.77 	1316.41 	: 
A,MIO_EUR,TOTAL,LU0	54631.81 	56770.98 	58889.39 	65870.38 	70568.04 
A,MIO_EUR,TOTAL,LU00	54631.81 	56770.98 	58889.39 	65870.38 	70568.04 
A,MIO_EUR,TOTAL,LU000	54631.81 	56770.98 	58889.39 	65870.38 	70568.04 
A,MIO_EUR,TOTAL,LV0	25273 	26581.04 	26243.56 	29109.19 	34265.67 
A,MIO_EUR,TOTAL,LV00	25273 	26581.04 	26243.56 	29109.19 	34265.67 
A,MIO_EUR,TOTAL,LV003	2408.08 	2444.7 	2480.26 	2708.23 	: 
A,MIO_EUR,TOTAL,LV005	1616.05 	1732.97 	1730.84 	1928.04 	: 
A,MIO_EUR,TOTAL,LV006	13424.84 	14191.99 	13607.42 	15427.08 	: 
A,MIO_EUR,TOTAL,LV007	4154.11 	4452.33 	4374.78 	4640.65 	: 
A,MIO_EUR,TOTAL,LV008	1687.84 	1731.25 	1811.41 	2039.13 	: 
A,MIO_EUR,TOTAL,LV009	1982.1 	2027.81 	2238.86 	2366.07 	: 
A,MIO_EUR,TOTAL,LVZ	34.37 	36.15 	37.41 	37.91 	40.89 
A,MIO_EUR,TOTAL,LVZZ	34.37 	36.15 	37.41 	37.91 	40.89 
A,MIO_EUR,TOTAL,LVZZZ	34.37 	36.15 	37.41 	37.91 	: 
A,MIO_EUR,TOTAL,ME0	3816.14 	4022.35 	3467.55 	4021.51 	4769.89 
A,MIO_EUR,TOTAL,ME00	3816.14 	4022.35 	3467.55 	4021.51 	4769.89 
A,MIO_EUR,TOTAL,ME000	3816.14 	4022.35 	3467.55 	4021.51 	4769.89 
A,MIO_EUR,TOTAL,MK0	9330.32 	9778.92 	9535.15 	10224.1 	11268.03 p
A,MIO_EUR,TOTAL,MK00	9330.32 	9778.92 	9535.15 	10224.1 	11268.03 p
A,MIO_EUR,TOTAL,MK001	715.23 	774.77 	748.7 	798.19 	: 
A,MIO_EUR,TOTAL,MK002	769.44 	789.64 	776.72 	848.3 	: 
A,MIO_EUR,TOTAL,MK003	777.96 	790.13 	763.36 	887.15 	: 
A,MIO_EUR,TOTAL,MK004	873.97 	900.28 	853.91 	871.83 	: 
A,MIO_EUR,TOTAL,MK005	1044.14 	1098.51 	1062.44 	1073.59 	: 
A,MIO_EUR,TOTAL,MK006	676.29 	718.44 	706.64 	744.81 	: 
A,MIO_EUR,TOTAL,MK007	458.19 	466.3 	451.92 	491.32 	: 
A,MIO_EUR,TOTAL,MK008	4015.1 	4240.85 	4171.46 	4508.93 	: 
A,MIO_EUR,TOTAL,MT0	11558.1 	12779.96 	12126.15 	13973.61 	16113.41 
A,MIO_EUR,TOTAL,MT00	11558.1 	12779.96 	12126.15 	13973.61 	16113.41 
A,MIO_EUR,TOTAL,MT001	11076.11 	12232.02 	11629.22 	13399.67 	15454.53 
A,MIO_EUR,TOTAL,MT002	481.99 	547.93 	496.93 	573.95 	658.88 
A,MIO_EUR,TOTAL,MTZ	16.87 	18.15 	13.23 	20.81 	20.03 
A,MIO_EUR,TOTAL,MTZZ	16.87 	18.15 	13.23 	20.81 	20.03 
A,MIO_EUR,TOTAL,MTZZZ	16.87 	18.15 	13.23 	20.81 	20.03 
A,MIO_EUR,TOTAL,NL1	53435 	55078 	53107 	58744 p	68610 p
A,MIO_EUR,TOTAL,NL11	21976 	22156 	20485 	23311 p	29211 p
A,MIO_EUR,TOTAL,NL111	3088.7 	3085 	3089 	3312 p	: 
A,MIO_EUR,TOTAL,NL112	1449 	1502 	1529 	1636 p	: 
A,MIO_EUR,TOTAL,NL113	17437.3 	17569 	15866 	18363 p	: 
A,MIO_EUR,TOTAL,NL12	17888 	18908 	18868 	20401 p	22864 p
A,MIO_EUR,TOTAL,NL124	8835.1 	9294 	9164 	10013 p	: 
A,MIO_EUR,TOTAL,NL125	3367.9 	3619 	3629 	3863 p	: 
A,MIO_EUR,TOTAL,NL126	5684 	5995 	6075 	6525 p	: 
A,MIO_EUR,TOTAL,NL13	13572 	14014 	13754 	15032 p	16535 p
A,MIO_EUR,TOTAL,NL131	5092 	5286 	5250 	5729 p	: 
A,MIO_EUR,TOTAL,NL132	4590 	4518 	4371 	4860 p	: 
A,MIO_EUR,TOTAL,NL133	3890 	4210 	4134 	4443 p	: 
A,MIO_EUR,TOTAL,NL2	121287 	126922 	126273 	137158 p	148801 p
A,MIO_EUR,TOTAL,NL21	38931 	40773 	40342 	44063 p	47694 p
A,MIO_EUR,TOTAL,NL211	13563 	14158 	13990 	15386 p	: 
A,MIO_EUR,TOTAL,NL212	5087 	5267 	5030 	5393 p	: 
A,MIO_EUR,TOTAL,NL213	20280 	21348 	21323 	23284 p	: 
A,MIO_EUR,TOTAL,NL22	69974 	73187 	72992 	78952 p	85586 p
A,MIO_EUR,TOTAL,NL221	24688 	25962 	26031 	27899 p	: 
A,MIO_EUR,TOTAL,NL224	8379 	8696 	8859 	9740 p	: 
A,MIO_EUR,TOTAL,NL225	11595 	12120 	12023 	12960 p	: 
A,MIO_EUR,TOTAL,NL226	25312 	26409 	26079 	28353 p	: 
A,MIO_EUR,TOTAL,NL23	12382 	12961 	12939 	14143 p	15521 p
A,MIO_EUR,TOTAL,NL230	12382 	12961 	12939 	14143 p	: 
A,MIO_EUR,TOTAL,NL3	372870 	392129 	381532 	413576 p	458104 p
A,MIO_EUR,TOTAL,NL31	64363 	68653 	68643 	74086 p	79527 p
A,MIO_EUR,TOTAL,NL310	64363 	68653 	68643 	74086 p	: 
A,MIO_EUR,TOTAL,NL32	151113 	160079 	151299 	164761 p	182774 p
A,MIO_EUR,TOTAL,NL321	9951 	10440 	10418 	11324 p	: 
A,MIO_EUR,TOTAL,NL323	6130 	6101 	5893 	6714 p	: 
A,MIO_EUR,TOTAL,NL324	6691 	6811 	6698 	7276 p	: 
A,MIO_EUR,TOTAL,NL325	4607 	4837 	4794 	5298 p	: 
A,MIO_EUR,TOTAL,NL327	9707 	10163 	9859 	10724 p	: 
A,MIO_EUR,TOTAL,NL328	7262 	7757 	7776 	8315 p	: 
A,MIO_EUR,TOTAL,NL329	106765 	113970 	105861 	115110 p	: 
A,MIO_EUR,TOTAL,NL33	145052 	150703 	148874 	161187 p	179802 p
A,MIO_EUR,TOTAL,NL332	34239 	36111 	35655 	37821 p	: 
A,MIO_EUR,TOTAL,NL333	10460 	10923 	11226 	12032 p	: 
A,MIO_EUR,TOTAL,NL337	14272 	14643 	14408 	15586 p	: 
A,MIO_EUR,TOTAL,NL33A	14707 	14477 	14284 	15685 p	: 
A,MIO_EUR,TOTAL,NL33B	10082 	10452 	10431 	11066 p	: 
A,MIO_EUR,TOTAL,NL33C	61293 	64096 	62872 	68996 p	: 
A,MIO_EUR,TOTAL,NL34	12342 	12695 	12715 	13543 p	16001 p
A,MIO_EUR,TOTAL,NL341	3865 	3722 	3751 	4090 p	: 
A,MIO_EUR,TOTAL,NL342	8477 	8973 	8964 	9452 p	: 
A,MIO_EUR,TOTAL,NL4	143037 	149247 	147956 	162571 p	177082 p
A,MIO_EUR,TOTAL,NL41	103414 	108107 	107655 	118189 p	128552 p
A,MIO_EUR,TOTAL,NL411	25563 	26309 	25919 	28686 p	: 
A,MIO_EUR,TOTAL,NL412	16430 	17224 	17057 	18517 p	: 
A,MIO_EUR,TOTAL,NL413	25625 	27009 	27040 	29667 p	: 
A,MIO_EUR,TOTAL,NL414	35795 	37566 	37640 	41319 p	: 
A,MIO_EUR,TOTAL,NL42	39623 	41140 	40301 	44382 p	48531 p
A,MIO_EUR,TOTAL,NL421	10521 	10924 	10550 	11502 p	: 
A,MIO_EUR,TOTAL,NL422	7480 	7791 	8178 	8470 p	: 
A,MIO_EUR,TOTAL,NL423	21622 	22425 	21572 	24411 p	: 
A,MIO_EUR,TOTAL,NLZ	2002 	1584 	761 	2448 p	7205 p
A,MIO_EUR,TOTAL,NLZZ	2002 	1584 	761 	2448 p	7205 p
A,MIO_EUR,TOTAL,NLZZZ	2002 	1584 	761 	2448 p	: 
A,MIO_EUR,TOTAL,NO0	270202.97 	277039.72 	253344.65 	289370.38 	: 
A,MIO_EUR,TOTAL,NO02	15224.38 	15335.34 	13824.84 	16066.83 	: 
A,MIO_EUR,TOTAL,NO020	15224.38 	15335.34 	13824.84 	16066.83 	: 
A,MIO_EUR,TOTAL,NO06	22309.66 	22537.48 	20717.26 	23546.58 	: 
A,MIO_EUR,TOTAL,NO060	22309.66 	22537.48 	20717.26 	23546.58 	: 
A,MIO_EUR,TOTAL,NO07	23105.91 	23115.19 	20322.21 	23515.98 	: 
A,MIO_EUR,TOTAL,NO071	11347.75 	11313.15 	9962.42 	11627.92 	: 
A,MIO_EUR,TOTAL,NO074	11758.17 	11802.03 	10359.79 	11888.07 	: 
A,MIO_EUR,TOTAL,NO08	110148.37 	114371.09 	106797.66 	119534.6 	: 
A,MIO_EUR,TOTAL,NO081	58736.34 	60901.93 	57007.31 	63921.07 	: 
A,MIO_EUR,TOTAL,NO082	51412.03 	53469.16 	49790.35 	55613.53 	: 
A,MIO_EUR,TOTAL,NO09	29588.43 	29692.52 	26938.49 	32324.64 	: 
A,MIO_EUR,TOTAL,NO091	17096.22 	17155.55 	15489.14 	18438.3 	: 
A,MIO_EUR,TOTAL,NO092	12492.21 	12536.98 	11449.34 	13886.34 	: 
A,MIO_EUR,TOTAL,NO0A	69684.4 	71829.54 	64638.43 	74209.46 	: 
A,MIO_EUR,TOTAL,NO0A1	25593.85 	27127.73 	25072.93 	28445.49 	: 
A,MIO_EUR,TOTAL,NO0A2	31885.7 	31967.5 	28341.85 	32889.42 	: 
A,MIO_EUR,TOTAL,NO0A3	12204.85 	12734.31 	11223.65 	12874.56 	: 
A,MIO_EUR,TOTAL,NO0B	141.81 	158.56 	105.76 	172.29 	: 
A,MIO_EUR,TOTAL,NO0B2	141.81 	158.56 	105.76 	172.29 	: 
A,MIO_EUR,TOTAL,NOZ	61573.53 	47624.12 	31809.51 	93820.12 	: 
A,MIO_EUR,TOTAL,NOZZ	61573.53 	47624.12 	31809.51 	93820.12 	: 
A,MIO_EUR,TOTAL,NOZZZ	61573.53 	47624.12 	31809.51 	93820.12 	: 
A,MIO_EUR,TOTAL,PL2	89129.41 	94428.98 	91669.37 	101089.11 	117505.6 p
A,MIO_EUR,TOTAL,PL21	35503.23 	37865.09 	37560.66 	41142.56 	46939.67 p
A,MIO_EUR,TOTAL,PL213	14784.47 	15931.92 	15881.84 	17812.14 	: 
A,MIO_EUR,TOTAL,PL214	6436.47 	6803.33 	6608.82 	7197.93 	: 
A,MIO_EUR,TOTAL,PL217	3352.11 	3547.56 	3523.3 	3750.55 	: 
A,MIO_EUR,TOTAL,PL218	3938.75 	4211.19 	4299.8 	4417.77 	: 
A,MIO_EUR,TOTAL,PL219	2303.18 	2427.87 	2359.22 	2542.5 	: 
A,MIO_EUR,TOTAL,PL21A	4688.02 	4943.22 	4887.69 	5421.45 	: 
A,MIO_EUR,TOTAL,PL22	53626.42 	56563.9 	54108.94 	59946.55 	70565.93 p
A,MIO_EUR,TOTAL,PL224	5087.18 	5500.74 	5453.07 	5835.01 	: 
A,MIO_EUR,TOTAL,PL225	7835.27 	8307.66 	7824.89 	8462.06 	: 
A,MIO_EUR,TOTAL,PL227	6449.14 	6769.36 	6318.7 	6866.07 	: 
A,MIO_EUR,TOTAL,PL228	3714.89 	3907.3 	3758.05 	4033.56 	: 
A,MIO_EUR,TOTAL,PL229	6308.58 	6834.05 	6628.63 	7185.67 	: 
A,MIO_EUR,TOTAL,PL22A	11271.15 	11998.09 	11644.61 	12879.17 	: 
A,MIO_EUR,TOTAL,PL22B	7411.24 	7584.93 	7258.83 	8751.42 	: 
A,MIO_EUR,TOTAL,PL22C	5548.52 	5661.76 	5222.15 	5933.58 	: 
A,MIO_EUR,TOTAL,PL4	68679.34 	73564.31 	73310.83 	78643.87 	90246.26 p
A,MIO_EUR,TOTAL,PL41	42945.91 	46323.3 	46285.62 	49550.51 	57076.89 p
A,MIO_EUR,TOTAL,PL411	3562.83 	3707.88 	3720.68 	3900.16 	: 
A,MIO_EUR,TOTAL,PL414	5817.67 	6372.16 	6267.39 	6542.54 	: 
A,MIO_EUR,TOTAL,PL415	11980.52 	13165.26 	13181.18 	14469.9 	: 
A,MIO_EUR,TOTAL,PL416	6866.36 	7273.59 	7271.44 	7732.19 	: 
A,MIO_EUR,TOTAL,PL417	5678.05 	6073.39 	6126.27 	6486.46 	: 
A,MIO_EUR,TOTAL,PL418	9040.48 	9730.78 	9718.88 	10419.26 	: 
A,MIO_EUR,TOTAL,PL42	16259.3 	17220.77 	17107.58 	18399.85 	20780.61 p
A,MIO_EUR,TOTAL,PL424	5510.03 	5804.87 	5792.26 	6241.35 	: 
A,MIO_EUR,TOTAL,PL426	3306.35 	3509.4 	3463.65 	3730.4 	: 
A,MIO_EUR,TOTAL,PL427	2895.93 	3027.04 	2985.37 	3319.02 	: 
A,MIO_EUR,TOTAL,PL428	4546.76 	4879.23 	4866.08 	5109.09 	: 
A,MIO_EUR,TOTAL,PL43	9474.36 	10020.24 	9917.62 	10693.51 	12388.77 p
A,MIO_EUR,TOTAL,PL431	3538.66 	3765.82 	3767.05 	3959.3 	: 
A,MIO_EUR,TOTAL,PL432	5935.47 	6254.42 	6150.57 	6734.43 	: 
A,MIO_EUR,TOTAL,PL5	44975.24 	48135.47 	48078.78 	52734.82 	61593.65 p
A,MIO_EUR,TOTAL,PL51	36059.6 	38646.92 	38786.41 	42443.05 	50024.11 p
A,MIO_EUR,TOTAL,PL514	12474.25 	13687.41 	13408.06 	14426.75 	: 
A,MIO_EUR,TOTAL,PL515	4962.81 	5192.67 	5201.89 	5421.45 	: 
A,MIO_EUR,TOTAL,PL516	6334.86 	6794.72 	6923.02 	7546.44 	: 
A,MIO_EUR,TOTAL,PL517	5393.64 	5657.81 	5422.46 	5832.82 	: 
A,MIO_EUR,TOTAL,PL518	6894.05 	7314.08 	7830.97 	9215.59 	: 
A,MIO_EUR,TOTAL,PL52	8915.41 	9488.55 	9292.37 	10291.77 	11569.54 p
A,MIO_EUR,TOTAL,PL523	2534.08 	2695.46 	2692.55 	2917.07 	: 
A,MIO_EUR,TOTAL,PL524	6381.32 	6793.09 	6599.82 	7374.7 	: 
A,MIO_EUR,TOTAL,PL6	56226.92 	59749.4 	59305.42 	64892.89 	76518 p
A,MIO_EUR,TOTAL,PL61	19220.23 	20124.02 	20309.7 	21902.87 	25451.23 p
A,MIO_EUR,TOTAL,PL613	8994.95 	9483.2 	9575.51 	10358.8 	: 
A,MIO_EUR,TOTAL,PL616	3004.58 	3178.98 	3243.3 	3541.58 	: 
A,MIO_EUR,TOTAL,PL617	2710.55 	2852.99 	2798.33 	3026.81 	: 
A,MIO_EUR,TOTAL,PL618	1842.07 	1776.57 	1774.03 	1919.3 	: 
A,MIO_EUR,TOTAL,PL619	2667.84 	2832.28 	2918.52 	3056.38 	: 
