rowid,subject_category
795,Health Care Sciences & Services
796,Computer Science
797,Oncology
797,Surgery
798,Allergy
798,Immunology
799,"Public, Environmental & Occupational Health"
800,Biochemistry & Molecular Biology
801,Chemistry
802,Paleontology
803,Forestry
804,NA
805,Biochemistry & Molecular Biology
805,Chemistry
806,Chemistry
806,Mathematics
806,Physics
807,Agriculture
807,Plant Sciences
808,Science & Technology - Other Topics
809,Neurosciences & Neurology
810,Otorhinolaryngology
811,Cardiovascular System & Cardiology
812,Virology
813,Chemistry
813,Electrochemistry
813,Energy & Fuels
814,Oncology
814,Cell Biology
815,Instruments & Instrumentation
815,Nuclear Science & Technology
815,Physics
816,Construction & Building Technology
817,Endocrinology & Metabolism
818,Pathology
819,Pediatrics
820,Neurosciences & Neurology
821,Cardiovascular System & Cardiology
821,Endocrinology & Metabolism
822,Plant Sciences
823,Endocrinology & Metabolism
824,Hematology
824,Cardiovascular System & Cardiology
825,Geochemistry & Geophysics
825,Mineralogy
826,Cell Biology
826,Engineering
827,Instruments & Instrumentation
827,Spectroscopy
828,NA
829,Veterinary Sciences
830,Biochemistry & Molecular Biology
831,Chemistry
832,Rheumatology
833,Biochemistry & Molecular Biology
833,Biophysics
833,Cell Biology
834,Oncology
834,Cell Biology
835,Plant Sciences
835,Environmental Sciences & Ecology
836,Neurosciences & Neurology
836,Pharmacology & Pharmacy
837,Pharmacology & Pharmacy
838,Physics
839,Geology
839,Paleontology
840,Ophthalmology
841,Oncology
842,Immunology
843,Chemistry
844,Immunology
844,Neurosciences & Neurology
845,Physiology
846,Mathematics
847,Paleontology
848,Computer Science
848,Engineering
849,Mathematics
850,Research & Experimental Medicine
851,Life Sciences & Biomedicine - Other Topics
851,Mathematical & Computational Biology
852,"Public, Environmental & Occupational Health"
852,Nutrition & Dietetics
853,Cell Biology
853,Immunology
854,Computer Science
854,Engineering
854,Imaging Science & Photographic Technology
854,"Radiology, Nuclear Medicine & Medical Imaging"
855,Otorhinolaryngology
856,Mathematical & Computational Biology
857,Instruments & Instrumentation
857,Nuclear Science & Technology
857,Physics
858,Pharmacology & Pharmacy
859,Engineering
860,Urology & Nephrology
861,Mathematics
862,Pharmacology & Pharmacy
862,Cardiovascular System & Cardiology
863,Polymer Science
864,Agriculture
865,Nutrition & Dietetics
866,Biochemistry & Molecular Biology
866,Chemistry
867,Dermatology
868,Immunology
869,Astronomy & Astrophysics
870,Cell Biology
871,Science & Technology - Other Topics
872,Engineering
873,Mathematics
874,Geriatrics & Gerontology
875,Mathematics
876,Ophthalmology
877,Biochemistry & Molecular Biology
877,Chemistry
878,Biochemistry & Molecular Biology
878,Chemistry
879,Physical Geography
879,Geology
880,Oncology
881,Environmental Sciences & Ecology
881,Water Resources
882,Agriculture
883,Agriculture
884,Materials Science
885,Chemistry
885,Materials Science
885,Metallurgy & Metallurgical Engineering
885,Physics
886,Education & Educational Research
887,Mathematics
888,Construction & Building Technology
888,Engineering
889,Life Sciences & Biomedicine - Other Topics
890,Biochemistry & Molecular Biology
890,Chemistry
891,Biochemistry & Molecular Biology
892,Neurosciences & Neurology
892,Orthopedics
892,Sport Sciences
893,Chemistry
893,Engineering
893,Materials Science
893,Physics
894,Biochemistry & Molecular Biology
894,Chemistry
895,Psychology
896,Mathematics
897,Genetics & Heredity
898,Biotechnology & Applied Microbiology
899,Physics
900,Physics
901,Pharmacology & Pharmacy
902,Neurosciences & Neurology
903,Urology & Nephrology
904,Gastroenterology & Hepatology
905,Biochemistry & Molecular Biology
905,Chemistry
906,Health Care Sciences & Services
906,General & Internal Medicine
907,Evolutionary Biology
907,Zoology
908,Pharmacology & Pharmacy
909,Ophthalmology
910,Astronomy & Astrophysics
910,Physics
911,Environmental Sciences & Ecology
912,Oncology
913,Mathematics
914,Immunology
914,Microbiology
915,Cardiovascular System & Cardiology
916,Endocrinology & Metabolism
917,Immunology
917,Microbiology
918,Pharmacology & Pharmacy
919,Microbiology
919,Mycology
920,Neurosciences & Neurology
920,Surgery
921,Acoustics
921,Chemistry
922,Food Science & Technology
923,"Dentistry, Oral Surgery & Medicine"
924,Biodiversity & Conservation
924,Environmental Sciences & Ecology
925,Pathology
926,Biochemistry & Molecular Biology
926,Chemistry
927,"Radiology, Nuclear Medicine & Medical Imaging"
928,Biochemistry & Molecular Biology
928,Chemistry
928,Engineering
928,Materials Science
928,Polymer Science
929,Psychology
930,Neurosciences & Neurology
931,Environmental Sciences & Ecology
931,Physical Geography
932,Mathematics
933,General & Internal Medicine
934,General & Internal Medicine
935,"Dentistry, Oral Surgery & Medicine"
936,Astronomy & Astrophysics
937,Chemistry
937,Food Science & Technology
938,Astronomy & Astrophysics
939,Social Sciences - Other Topics
939,Psychology
940,Neurosciences & Neurology
941,Substance Abuse
941,Psychiatry
942,Food Science & Technology
942,Microbiology
943,Biochemistry & Molecular Biology
943,Biotechnology & Applied Microbiology
943,Cell Biology
944,Life Sciences & Biomedicine - Other Topics
944,Microbiology
945,General & Internal Medicine
946,Computer Science
946,Engineering
946,Telecommunications
947,Computer Science
948,Geography
949,Pharmacology & Pharmacy
950,Chemistry
951,Physics
952,Pharmacology & Pharmacy
953,Linguistics
954,Cell Biology
955,Food Science & Technology
956,Construction & Building Technology
956,Engineering
957,Chemistry
957,Science & Technology - Other Topics
957,Materials Science
957,Physics
958,Biochemistry & Molecular Biology
958,Biotechnology & Applied Microbiology
958,Cell Biology
959,Computer Science
960,Psychiatry
961,Biochemistry & Molecular Biology
961,Chemistry
962,Life Sciences & Biomedicine - Other Topics
963,"Public, Environmental & Occupational Health"
964,Chemistry
965,Virology
966,General & Internal Medicine
967,Biochemistry & Molecular Biology
967,Chemistry
968,Life Sciences & Biomedicine - Other Topics
969,Plant Sciences
970,Biochemistry & Molecular Biology
970,Chemistry
971,Audiology & Speech-Language Pathology
971,Linguistics
971,Rehabilitation
972,"Radiology, Nuclear Medicine & Medical Imaging"
973,Endocrinology & Metabolism
974,Psychology
974,Psychiatry
975,Area Studies
976,Environmental Sciences & Ecology
977,Environmental Sciences & Ecology
977,"Public, Environmental & Occupational Health"
978,General & Internal Medicine
979,Pharmacology & Pharmacy
980,Cell Biology
981,Endocrinology & Metabolism
982,Endocrinology & Metabolism
983,Rheumatology
984,Neurosciences & Neurology
985,Gastroenterology & Hepatology
986,General & Internal Medicine
987,Anthropology
987,Sociology
988,Chemistry
988,Materials Science
988,Metallurgy & Metallurgical Engineering
988,Physics
989,Microbiology
990,Mathematics
991,General & Internal Medicine
992,Neurosciences & Neurology
992,Pathology
993,Engineering
994,Astronomy & Astrophysics
995,Engineering
995,Materials Science
996,Chemistry
996,Materials Science
997,General & Internal Medicine
998,Environmental Sciences & Ecology
999,Astronomy & Astrophysics
1000,Environmental Sciences & Ecology
1001,Cardiovascular System & Cardiology
1002,Allergy
1003,Biochemistry & Molecular Biology
1003,Chemistry
1004,General & Internal Medicine
1005,Cell Biology
1006,Agriculture
1006,Plant Sciences
1007,Pharmacology & Pharmacy
1008,Otorhinolaryngology
1009,Cardiovascular System & Cardiology
1010,Construction & Building Technology
1010,Engineering
1011,Plant Sciences
1012,"Dentistry, Oral Surgery & Medicine"
1013,Psychology
1014,Cardiovascular System & Cardiology
1015,General & Internal Medicine
1016,Microbiology
1017,Environmental Sciences & Ecology
1017,Evolutionary Biology
1018,Plant Sciences
1019,Astronomy & Astrophysics
1020,Surgery
1020,Cardiovascular System & Cardiology
1021,Physics
1022,Pharmacology & Pharmacy
1023,Biodiversity & Conservation
1023,Environmental Sciences & Ecology
1024,Pharmacology & Pharmacy
1025,Environmental Sciences & Ecology
1025,"Public, Environmental & Occupational Health"
1026,Mathematics
1027,Cell Biology
1028,Food Science & Technology
1029,Linguistics
1030,Psychology
1030,Social Sciences - Other Topics
1031,Chemistry
1032,Immunology
1033,Computer Science
1033,Mathematics
1034,Obstetrics & Gynecology
1034,Reproductive Biology
1035,Cell Biology
1035,Endocrinology & Metabolism
1036,Chemistry
1036,Engineering
1037,Materials Science
1038,Cardiovascular System & Cardiology
1039,General & Internal Medicine
1040,Life Sciences & Biomedicine - Other Topics
1040,Environmental Sciences & Ecology
1040,Evolutionary Biology
1041,Neurosciences & Neurology
1042,Pharmacology & Pharmacy
1043,Dermatology
1044,Mathematics
1045,Mathematics
1046,Immunology
1046,Research & Experimental Medicine
1047,Engineering
1047,Geology
1048,Environmental Sciences & Ecology
1048,Meteorology & Atmospheric Sciences
1049,General & Internal Medicine
1050,Entomology
1051,Neurosciences & Neurology
1051,Pharmacology & Pharmacy
1051,Psychiatry
1052,Physics
1053,Materials Science
1053,Physics
1054,Nutrition & Dietetics
1055,Zoology
1056,Astronomy & Astrophysics
1057,Environmental Sciences & Ecology
1057,Geology
1058,Psychology
1059,Business & Economics
1060,General & Internal Medicine
1061,Mathematics
1062,Plant Sciences
1063,Environmental Sciences & Ecology
1063,Water Resources
1064,Mathematics
1065,Oncology
1066,Chemistry
1066,Engineering
1067,Communication
1068,Research & Experimental Medicine
1069,Obstetrics & Gynecology
1070,Psychology
1071,Environmental Sciences & Ecology
1071,Geology
1072,Education & Educational Research
1072,Environmental Sciences & Ecology
1073,Oncology
1074,Biochemistry & Molecular Biology
1074,Chemistry
1075,Agriculture
1076,Research & Experimental Medicine
1077,Biotechnology & Applied Microbiology
1077,Science & Technology - Other Topics
1078,Biochemistry & Molecular Biology
1078,Pharmacology & Pharmacy
1078,Food Science & Technology
1079,Food Science & Technology
1079,Nutrition & Dietetics
1080,Neurosciences & Neurology
1081,Computer Science
1081,Operations Research & Management Science
1081,Mathematics
1082,Cardiovascular System & Cardiology
1082,"Radiology, Nuclear Medicine & Medical Imaging"
1083,Polymer Science
1084,Oncology
1085,Energy & Fuels
1086,Cell Biology
1087,Pharmacology & Pharmacy
1088,Geriatrics & Gerontology
1088,Neurosciences & Neurology
1089,Ophthalmology
1090,Immunology
1090,Reproductive Biology
1091,Reproductive Biology
1091,Veterinary Sciences
1092,Geriatrics & Gerontology
1093,Mathematics
1094,Science & Technology - Other Topics
1094,Materials Science
1095,Science & Technology - Other Topics
1095,Environmental Sciences & Ecology
1096,Business & Economics
1097,Substance Abuse
1098,Astronomy & Astrophysics
1098,Physics
1099,Electrochemistry
1100,Immunology
1100,Research & Experimental Medicine
1101,General & Internal Medicine
1102,General & Internal Medicine
1103,Environmental Sciences & Ecology
1103,"Public, Environmental & Occupational Health"
1104,Life Sciences & Biomedicine - Other Topics
1104,Microbiology
1105,General & Internal Medicine
1106,Veterinary Sciences
1107,Biochemistry & Molecular Biology
1107,Chemistry
1108,Ophthalmology
1109,Science & Technology - Other Topics
1109,Environmental Sciences & Ecology
1110,"Public, Environmental & Occupational Health"
1111,Engineering
1111,Environmental Sciences & Ecology
1112,Nutrition & Dietetics
1112,Physiology
1113,Cell Biology
1113,Dermatology
1113,Research & Experimental Medicine
1113,Surgery
1114,Oncology
1115,Neurosciences & Neurology
1116,Astronomy & Astrophysics
1117,Geriatrics & Gerontology
1118,Astronomy & Astrophysics
1119,Oncology
1120,Environmental Sciences & Ecology
1120,"Public, Environmental & Occupational Health"
1121,Psychiatry
1122,Life Sciences & Biomedicine - Other Topics
1122,Physiology
1123,Pediatrics
1124,Oncology
1124,"Radiology, Nuclear Medicine & Medical Imaging"
1125,Pharmacology & Pharmacy
1126,Biochemistry & Molecular Biology
1126,Chemistry
1127,Chemistry
1128,General & Internal Medicine
1129,Geochemistry & Geophysics
1129,Mineralogy
1130,Life Sciences & Biomedicine - Other Topics
1130,Microbiology
1131,Environmental Sciences & Ecology
1131,Geology
1131,Remote Sensing
1131,Imaging Science & Photographic Technology
1132,"Public, Environmental & Occupational Health"
1133,Psychiatry
1134,Mathematics
1135,Otorhinolaryngology
1136,"Radiology, Nuclear Medicine & Medical Imaging"
1137,Neurosciences & Neurology
1138,Neurosciences & Neurology
1138,Physiology
1139,Biochemistry & Molecular Biology
1140,Chemistry
1141,Ophthalmology
1142,Biochemistry & Molecular Biology
1142,Chemistry
1143,Hematology
1144,Allergy
1144,Immunology
1145,Psychiatry
1146,Psychiatry
1146,Psychology
1147,Science & Technology - Other Topics
1148,Immunology
1148,Microbiology
1149,Polymer Science
1150,Biochemistry & Molecular Biology
1151,Pathology
1152,General & Internal Medicine
1153,Biodiversity & Conservation
1153,Environmental Sciences & Ecology
1154,Pharmacology & Pharmacy
1155,Environmental Sciences & Ecology
1155,Meteorology & Atmospheric Sciences
1156,Mathematics
1157,Pharmacology & Pharmacy
1158,Neurosciences & Neurology
1158,Pathology
1159,Forestry
1160,Science & Technology - Other Topics
1161,Endocrinology & Metabolism
1162,Neurosciences & Neurology
1162,Psychiatry
1163,Biochemistry & Molecular Biology
1163,Immunology
1164,"Dentistry, Oral Surgery & Medicine"
1165,Anthropology
1166,Computer Science
1166,Engineering
1166,Telecommunications
1167,Ophthalmology
1168,Cell Biology
1168,Research & Experimental Medicine
1169,Construction & Building Technology
1169,Energy & Fuels
1169,Engineering
1170,Environmental Sciences & Ecology
1170,Engineering
1171,Biochemistry & Molecular Biology
1171,Chemistry
1172,Energy & Fuels
1173,Environmental Sciences & Ecology
1173,"Public, Environmental & Occupational Health"
1174,Nutrition & Dietetics
1175,Chemistry
1176,Astronomy & Astrophysics
1177,Science & Technology - Other Topics
1177,Materials Science
1177,Metallurgy & Metallurgical Engineering
1178,Chemistry
1178,Engineering
1178,Materials Science
1178,Physics
1179,Energy & Fuels
1180,Astronomy & Astrophysics
1181,Geology
1181,Oceanography
1182,Physics
1183,"Dentistry, Oral Surgery & Medicine"
1184,Astronomy & Astrophysics
1184,Physics
1185,Chemistry
1185,Materials Science
1185,Metallurgy & Metallurgical Engineering
1185,Physics
1186,Behavioral Sciences
1186,Zoology
1187,Biochemistry & Molecular Biology
1187,Pharmacology & Pharmacy
1187,Food Science & Technology
1188,Neurosciences & Neurology
1189,Veterinary Sciences
1190,"Dentistry, Oral Surgery & Medicine"
1190,Engineering
1191,Life Sciences & Biomedicine - Other Topics
1192,Mathematics
1193,Immunology
1193,Veterinary Sciences
1194,Business & Economics
1194,Health Care Sciences & Services
1195,Oncology
1196,Biodiversity & Conservation
1196,Paleontology
1197,Neurosciences & Neurology
1198,Cell Biology
1198,Developmental Biology
1199,Neurosciences & Neurology
1199,Cardiovascular System & Cardiology
1200,Business & Economics
1201,Engineering
1202,Substance Abuse
1202,Psychiatry
1203,Astronomy & Astrophysics
1204,Business & Economics
1205,Psychology
1206,Business & Economics
1207,Research & Experimental Medicine
1208,Behavioral Sciences
1208,Zoology
1209,Oncology
1209,Pathology
